gmail.com 1 61603
intel.com 2 36968
redhat.com 3 35322
linux-foundation.org 4 19895
kernel.org 5 18362
linaro.org 6 16081
suse.de 7 14967
ti.com 8 11599
linux.intel.com 9 11539
samsung.com 10 9886
